Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
PI320500736231155614879744,LA320500732907208144064512,昆山金虹塑胶电子有限公司未采取措施消除事故隐患案,昆山金虹塑胶电子有限公司,"USER320500283045708154540032,USER320500432192000452726784",昆山开发区综合执法局,,WS320500734431516062388224,6842308,USER320500432191718444503040,,USER320500428558574952648704,39:47.0,35:05.0,,2,320500,39:47.0,40:09.0,320500,i,f994890a-41d9-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500823117470750478336,LA320500819963510392885248,"苏州金邦迪管业科技有限公司的主要负责人秦振翰未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）??秦振??""USER3205337","USER320500637966195697389568""",执法大队,,WS320500822391692828086272,7928805,USER3205323,,USER320500504700665809866752,54:59.0,27:23.0,,2,320500,54:59.0,28:43.0,320500,i,9e7d9411-fe71-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500682979850633351168,LA320500668385878736900096,吴江昌煜塑胶有限公司生产经营场所疏散通道被锁闭案,吴江昌煜塑胶有限公司,"USER320500637318288065433600,USER320500446971075360722944",江陵街道综合执法局,,WS320500682975335616090112,,USER320500446975136235524096,,USER320500446971075360722944,58:07.0,11:21.0,,2,320500,58:07.0,00:59.0,320500,i,6b11dbbb-ce57-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320506623859542219821056,LA320506623098779486130176,苏州睦之成模塑科技有限公司未对安全设备进行定期检测案,苏州睦之成模塑科技有限公司,"USER3205166,USER3205165",甪直??,WS320506623109641714274304,1361298,USER3205170,,USER320506408637426819403776,35:07.0,14:16.0,,2,320500,35:07.0,45:30.0,320500,i,78093698-4e41-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500721673244125433856,LA320500716599201374408704,"张家港弗克新型建材有限公司危险化学品的储存数量不符合国家有关规定??张家港弗克新型建材有限公??""USER3205354","USER3205363""",执法大队,,WS320500720929026549485568,6567687,USER3205323,,USER320500504700665809866752,31:50.0,15:53.0,,2,320500,31:50.0,56:57.0,320500,i,5e1c821a-226b-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500509670846327951360,LA320500507120615325437952,吴江市新锦华纺织有限公司储存、使用危险化学品的单位未将危险化学品??号车间甲醇，非剧毒化学品，存放在车间北侧过道??号车间甲醇，存放??号车间西侧）储存在专用仓库内；生产经营单位储存危险物品未采取可靠的安全措施（2号车间危化品仓库部分线路未穿金属管）；储存、使用危险化学品的单位危险化学品专用仓库不符合国家标准、行业标准的要求（生产配套所需的危险化学品存放仓库不符合国家标准，存在占用厂区消防通道且防火分区和防火距离不符合国家要求，2号车间专用仓库旁设置检验办公室）案,吴江市新锦华纺织有限公司,"USER320500433656426867462144,USER320500462296664011444224",盛泽镇综合执法局,,WS320500509657869616943104,2472456,USER320500446662352838856704,,USER320500505740908331798528,10:00.0,49:29.0,,2,320500,10:00.0,28:21.0,320500,u,dfb4da2f-56b5-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500715224525133844480,LA320500692753721880219648,苏州市望达物流设备有限公司未将事故隐患排查治理情况如实记录案,"苏州市望达物流设备有限公??""USER320500476806085261398016","USER320500324555212154998784""",苏州市相城区北桥街道办事??,WS320500715145670855495680,6458267,USER320500324554602080899072,USER320500583969300159664128,USER320500695993376679399424,26:56.0,15:19.0,,2,320500,26:56.0,29:42.0,320500,i,631c6cfd-1446-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320505474504022242365440,LA320505464821735456247808,常熟市虞山镇大赵木材经营部作业人员违反安全管理规定作业案,"常熟市虞山镇大赵木材经营??""USER320500283964512015486976","USER320500283964305269854208""",常福街道,,WS320505474219081843609600,976767,USER3205275,,USER320500337998367038640128,09:36.0,11:22.0,,2,320500,09:36.0,18:10.0,320500,u,bde24598-4310-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500500252631323643904,LA320500498147069995782144,"张家港扩纳电气有限公司违反安全管理规定作??张家港扩纳电气有限公??""USER320500427511404849795072","USER320500427515485978890240""",杨舍镇综合行政执法局,,WS320500500251504456765440,2249101,USER320500427476676620849152,,USER320500427516129934577664,25:23.0,49:19.0,,2,320500,25:23.0,35:48.0,320500,u,939518f7-4247-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500498133675800530944,LA320500470529390292242432,卡门哈斯激光科技（苏州）有限公司使用危险化学品的单位危险化学品专用仓库不符合国家标准??卡门哈斯激光科技（苏州）有限公司,"USER3205090MANUAL,USER3205088MANUAL",金鸡湖商务区安全生产监督管理局,,WS320500497706423573024768,1701225,USER3205006MANUAL,USER320500280676583960743936,USER3205074MANUAL,05:24.0,49:17.0,,2,320500,05:24.0,45:49.0,320500,u,95ae8a70-3d90-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500493458617622597632,LA320500490823708177338368,昆山德艺包装制品有限公司未对安全设备进行经常性维护、保养和定期检测案,昆山德艺包装制品有限公司,"USER320500432192000452726784,USER320500432191383898427392",昆山开发区综合执法局,,WS320500493416893017755648,2041846,USER320500432191861927448576,,USER320500428557875955109888,28:23.0,49:13.0,,2,320500,28:23.0,08:02.0,320500,u,6faca0dc-3359-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500512274630828888064,LA320500510013536223629312,"吴江市同德机械有限公司生产经营单位特种作业人员未经专门培训取得特种作业操作证上岗作业??名从业人员无证从事焊接作业）??吴江市同德机械有限公??""dbb0c580-3cbf-4b66-a84b-f81d9d30c04d","b697647b-666f-4f8c-8780-92fd08f9bb10""",黎里镇综合执法局,,WS320500512274049959727104,2527919,USER320500447773818476302336,,USER320500447746803643715584,36:31.0,11:07.0,,2,320500,36:31.0,36:54.0,320500,u,07f3b9bf-5c36-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500586218956352655360,LA320500583668006819729408,昆山斯亚诺电子材料科技有限公司未取得危险化学品经营许可证从事危险化学品经营??昆山斯亚诺电子材料科技有限公司,"USER320500432191718444503040,USER320500432191533404393472",昆山开发区综合执法局,,WS320500585872238129975296,3767042,USER320500432191861927448576,,USER320500428558574952648704,44:52.0,13:54.0,,2,320500,44:52.0,59:08.0,320500,i,84548901-fc88-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500736260007200296960,LA320500730346910950363136,张家港市泰亿针织呢绒有限公司未采取措施消除事故隐患（储存保险粉未采取防潮措施）及未对安全设备（可燃气体检测探头、气体报警控制器）进行经常性维护和定期检测案,张家港市泰亿针织呢绒有限公司,"USER3205331,USER3205342",执法大队,,WS320500736249179965231104,6844543,USER3205323,,USER320500504700665809866752,34:26.0,14:13.0,USER320500504700665809866752,2,320500,36:28.0,51:50.0,320500,u,f9948b87-41d9-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500687312667823575040,LA320500672773744824946688,苏州旭隆机件有限公司财务部部长违反《安全生产费用投入管理制度》案,董莹,"USER3205036MANUAL,USER3205026MANUAL",高端制造与国际贸易区应急管理局,,WS320500687308992195596288,,USER3205006MANUAL,USER3205024MANUAL,USER3205019MANUAL,55:11.0,11:08.0,,2,320500,55:11.0,03:59.0,320500,u,663be087-d7c5-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320581632863019637936128,LA320581603882112231149568,常熟市汇美邦针纺织有限公司仓库西门被货物阻挡未保持畅通案,"张申??""USER320500283966300294746112","USER320505459024200716259328""",东南街道,,WS320581606413059371569152,1654449,USER320500283965540211363840,,USER320500327486434418102272,51:43.0,13:29.0,,2,320500,51:43.0,15:10.0,320500,i,4621f2bb-650b-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320506569550199475671040,LA320506568386059923099648,"苏州市柏凡琪化妆品有限公司生产经营单位未建立事故隐患排查治理制度??苏州市柏凡琪化妆品有限公??""USER320500282468026647842816","USER320500282469056739545088""",木渎??,WS320506569549599132356608,1129583,USER320500282473390768394240,,USER320500282467600644968448,49:10.0,14:33.0,,2,320500,49:10.0,40:54.0,320500,u,e760e2e7-d862-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320585896718260882378752,LA320585888356408070770688,上海万允机械发展有限公司特种作业人员未经专门培训取得特种作业操作证上岗作业案,上海万允机械发展有限公司,"USER320500343703295648337920,USER320585814491250009837568",港区,,WS320585896718023463800832,,USER320585479284006546837504,USER320585814491250009837568,USER3205426,18:15.0,12:05.0,,2,320500,18:15.0,,320500,u,63f8e2fd-9df7-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500959461044290326528,LA320500936177869955010560,刘军（系泰州市梅兰冶金机械有限公司总经理）有限空间作业监护人员未按规定履行岗位职责??刘军,"USER3205334,USER320500637969450334687232",执法大队,,WS320500959460146965123072,,USER3205323,,USER320500504700665809866752,35:40.0,13:38.0,,2,320500,35:40.0,17:58.0,320500,i,19598ff8-25e8-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500584403815734710272,LA320500583947022701170688,环鼎通讯科技（苏州）有限公司未在危险化学品的储存场所设置明显的安全警示标志案,环鼎通讯科技（苏州）有限公司,"USER320500362889150149431296,USER320500362889373047328768",苏州市相城区黄埭镇人民政??,WS320500584403673044488192,3742338,USER320500498525315203600384,,USER320500365133307194642432,32:08.0,13:48.0,,2,320500,32:08.0,32:44.0,320500,i,b093f921-f89a-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320505410798644535496704,LA320505408988662999552000,华尔科睿（苏州）智能装备股份有限公司未按照规定对从业人员进行安全生产教育和培训案,华尔科睿（苏州）智能装备股份有限公司,"USER3205085,USER3205086",科技城（东渚街道）安监办,,WS320505410798206092316672,704889,USER320500383257421998460928,,USER320500325992025868472320,07:10.0,49:33.0,,2,1,,,320500,u,f371b474-b305-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500429228493256003584,LA320500429226079601823744,（吴晓东）吴江市震泽镇五美烟杂店非法经营烟花爆竹、异地经营烟花爆竹案,"吴江区震泽镇五美烟杂??""9ddaf84a-d1dd-4856-8ff4-f4380a7891cc","793949da-c58a-47da-8219-5ba2abbac595""",危化??,WS320500429227207580192768,868954,257ad41f-7422-43bc-9f6d-f8156d6eaa59,,USER3205257,40:48.0,48:31.0,,2,320500,40:48.0,41:10.0,320500,u,f371793f-b305-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585528177960415399936,LA320585526047792238432256,太仓明佳塑料制品有限公司未在有较大危险因素的生产经营场所设置明显的安全警示标志案,太仓明佳塑料制品有限公司,"USER320500282816791439216640,USER3205397",沙溪中队,,WS320585527426880140218368,1035436,USER320585479284006546837504,USER3205397,USER3205395,50:40.0,14:00.0,,2,320500,50:40.0,,320500,u,ce359a12-a6dc-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500688683561481408512,LA320500686221241278795776,张家港市双红纺织品有限公司未对安全设备进行经常性维护、保养案,"张家港市双红纺织品有限公??""USER3205345","USER3205322""",执法大队,,WS320500688307147049537536,5820428,USER3205323,,USER320500504700665809866752,42:37.0,35:23.0,,2,320500,42:37.0,39:22.0,320500,i,0fae0703-daea-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320581708988296381861888,LA320581698451580562706432,未对安全设备进行经常性维护、保养和定期检测；生产、储存、使用危险化学品的单位是否根据其生产、储存的危险化学品的种类和危险特性，在作业场所设置相关安全设施、设??苏州市臻致美家具有限公司,"USER320500284030724246343680,USER320581508227599332282368",辛庄??,WS320581708988057889542144,2201054,USER320500373423181886656512,,USER320500283997279742857216,26:23.0,10:16.0,USER320500283997279742857216,2,320500,35:15.0,35:29.0,320500,u,524eb427-06eb-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320500459633841837969408,LA320500457571586753433600,"苏州万之方精密模具制造有限公司未按照规定对从业人员进行安全生产教育和培训??苏州万之方精密模具制造有限公??""USER3205218","USER320500416220066158219264""",苏州市相城区阳澄湖镇人民政府,,WS320500459290911960993792,1335103,USER320500324474791815811072,USER320500429949723617529856,USER320500389047985431908352,20:48.0,48:47.0,,2,320500,20:48.0,08:55.0,320500,i,84bb7b04-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500607857216527011840,LA320500606139642135187456,江苏巨博智能装备科技有限公司进行高处作业，未安排专门人员进行现场安全管理??江苏巨博智能装备科技有限公司,"USER3205342,USER3205338",监察大队,,WS320500606513857443139584,4332830,USER3205323,,USER320500504700665809866752,47:35.0,14:37.0,,2,320500,47:35.0,21:57.0,320500,i,30bfae2f-2bae-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320506805438718725853184,LA320506804653900228464640,苏州市东测宏电子有限公司生产经营单位未与承包单位、承租单位签订专门的安全生产管理协议或者未在承包合同、租赁合同中明确各自的安全生产管理职责案,苏州市东测宏电子有限公司,"USER320500282467600644968448,USER320500282468026647842816,USER320500282469056739545088",木渎??,WS320506805437146172231680,1857511,USER320500282473390768394240,,USER320500282467600644968448,05:56.0,11:12.0,,2,320500,05:56.0,41:40.0,320500,i,865dbfe4-d7f0-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581776385675594305536,LA320581775728101014376448,常熟市古里镇白茆鸿日建筑变形缝装置厂违反操作规程作业??常熟市古里镇白茆鸿日建筑变形缝装置厂,"USER320500283981004836704256,USER320581652077136730918912",古里??,WS320581776385497156030464,2522993,USER320500320149347268300800,,USER320500283996556821008384,59:31.0,12:31.0,,2,320500,59:31.0,59:57.0,320500,i,4ed68a53-9913-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320506578257528094199808,LA320506576705812450250752,苏州荣红贸易有限公司生产、储存、使用危险化学品的单位未将危险化学品储存在专用仓库内??苏州荣红贸易有限公司,"USER320500282468026647842816,USER320500282469056739545088",木渎??,WS320506578257071326105600,1153628,USER320500282473390768394240,,USER320500282467600644968448,28:59.0,14:07.0,,2,320500,28:59.0,25:25.0,320500,u,e08ba727-eb3e-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320505460370061232705536,LA320505458236860213235712,苏州立锵服装有限公司未如实记录从业人员（赵子秀）安全生产教育和培训情况、未将事故隐患排查治理情况如实记录案,苏州立锵服装有限公司,"USER3205081,USER320500282801777651224576,USER3205082",狮山横塘街道安监??,WS320505460369706910486528,785698,USER320500383257421998460928,,USER320500282802281445855232,06:17.0,49:44.0,,2,320500,,,320500,i,84bf58bf-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500708286582435614720,LA320500703177190329552896,苏州祥宁达科技有限公司特种作业人员未经专门培训取得特种作业操作证上岗作业案,苏州祥宁达科技有限公司,"USER3205036MANUAL,USER3205031MANUAL,USER320500470648739564883968",高端制造与国际贸易区应急管理局,,WS320500707614893527797760,6281596,USER3205006MANUAL,USER3205024MANUAL,USER3205019MANUAL,58:02.0,10:20.0,,2,320500,58:02.0,32:25.0,320500,i,fdae0d44-0558-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320585502426580329435136,LA320585495621508807266304,苏州达鑫智能设备有限公司未进行较大以上安全风险公示、未对安全设备进行定期检测案,苏州达鑫智能设备有限公司,"USER320500282816791439216640,USER3205397",沙溪中队,,WS320585502134311206522880,881110,USER320585479284006546837504,,USER3205395,23:52.0,11:57.0,,2,320500,23:52.0,43:04.0,320500,u,916f51af-46fe-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500434709071988264960,LA320500419897699953807360,"苏州美莱斯体育用品有限公司未将事故隐患排查治理情况如实记录并且未按照规定对从业人员进行安全生产教育和培训??苏州美莱斯体育用品有限公??""USER3205354","USER320500358284480491819008""",监察大队,,WS320500428221188284616704,815134,USER3205323,,USER3205346,38:40.0,48:33.0,,2,320500,38:40.0,48:34.0,320500,i,84ba8e59-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500683321831972671488,LA320500678292286185934848,"伟创力电子技术（苏州）有限公司EHS经理违反安全管理规定作业??陆海??""USER3205077MANUAL","USER3205088MANUAL""",苏州工业园区金鸡湖商务区应急管理局,,WS320500682546893250629632,5704903,USER3205006MANUAL,USER3205088MANUAL,USER3205074MANUAL,37:01.0,10:48.0,,2,320500,37:01.0,,320500,u,9496a849-cf20-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500489795034212732928,LA320500488645554314678272,昆山尚亦精密机械有限公司未对安全设备进行经常性维护、保养和定期检测的行为??昆山尚亦精密机械有限公司,"USER320500283045708154540032,USER320500432191383898427392",昆山开发区综合执法局,,WS320500489444197649092608,1986468,USER320500432191861927448576,,USER320500428557875955109888,50:37.0,49:11.0,,2,320500,50:37.0,33:32.0,320500,u,4335d387-3747-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585903670881916555264,LA320585896697450847277056,苏州西岩机械技术有限公司太仓分公司发现从业人员违章作业不加制止??苏州西岩机械技术有限公司太仓分公司,"USER320500343703295648337920,USER320585814491250009837568",港区,,WS320585903659773608595456,,USER320585479284006546837504,,USER3205426,45:29.0,11:46.0,,2,320500,45:29.0,08:32.0,320500,u,87553452-ace5-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500428214772882739200,LA320500428204613280206848,昆山市锦溪镇朱志欢五金厂企业现场存放酒精，用于产品擦拭，未存放在专用仓库，责令企业开展相关工作案,昆山市锦溪镇朱志欢五金厂,"USER320500426742084041445376,USER320500283045140627460096",锦溪镇综合行政执法局,,WS320500428214226012606464,852480,USER320500426097617286467584,,USER320500426097484108926976,32:39.0,48:30.0,,2,320500,32:39.0,42:47.0,320500,u,f37164ef-b305-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500610045066815213568,LA320500607144815456423936,徐州鸿鼎船舶工程有限公司特种作业人员未经专门培训取得特种作业操作证（焊接与热切割作业安全操作资格证）上岗作业??徐州鸿鼎船舶工程有限公司,"USER3205352,USER3205322",监察大队,,WS320500608695371308208128,4387466,USER3205323,,USER320500504700665809866752,41:19.0,08:15.0,,2,320500,41:19.0,10:29.0,320500,i,2ef3082f-3065-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585624910380342185984,LA320585622059779002470400,"苏州长远检测仪器有限公司安全生产管理人员未履行安全生产管理职责??周长??""USER3205392",USER320500282816791439216640,"USER320585371675328050892800""",国开区中??,WS320585622815103980408832,1411384,USER320585479284006546837504,,USER3205392,10:46.0,13:55.0,,2,320500,10:46.0,57:48.0,320500,i,f6713d84-509c-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581790187370589720576,LA320581788707334758076416,苏州市瑞健酒店管理有限公司未对承包单位的安全生产统一协调、管理案,"苏州市瑞健酒店管理有限公??""USER320500335006294685519872","USER320505469100959448961024""",董浜??,WS320581790181726784589824,2579961,USER320581609031171942125568,,USER320500389440097373655040,02:31.0,11:51.0,,2,320500,02:31.0,40:25.0,320500,i,95300882-b6ef-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320505495268921650188288,LA320505495003559054544896,"苏州联信通电子有限公司未建立事故隐患排查治理制度??苏州联信通电子有限公??""USER3205074","USER3205076""",浒墅关经济技术开发区安全生产监督管理局,,WS320505495268698022481920,846532,USER320500383257421998460928,,USER3205072,21:54.0,49:49.0,,2,320500,21:54.0,,320500,u,43361e9d-3747-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585604619767331950592,LA320585598520823367602176,"吉派流体控制技术（江苏）有限公司未进行较大以上安全风险公示??吉派流体控制技术（江苏）有限公??""USER3205421","USER3205419""",沙溪??,WS320585604619655746686976,1308264,USER320585479284006546837504,,USER320585536499964797259776,23:07.0,14:47.0,,2,320500,23:07.0,37:50.0,320500,i,b659ebd3-249b-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320500583661390640713728,LA320500580804179295997952,"苏州精净蓝环保设备工程有限公司生产经营单位未采取措施消除事故隐患（企业现场存??个压缩气瓶，均未采取防倾倒措施）??苏州精净蓝环保设备工程有限公??""2d72afcb-3dbb-4f86-9dd2-4fac362bb036","ade2eeee-5a61-4284-84f1-a3fe781ab9f0""",横扇街道综合执法局,,WS320500583661094829035520,3715966,179da098-483e-4196-affb-aa6c109d70d1,,USER320500449518134584414208,22:00.0,21:23.0,,2,320500,22:00.0,23:02.0,320500,i,5bd798fc-f708-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500774992533448036352,LA320500769127960304160768,"张志龙（系北京星泰建筑工程有限公司安全员）未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）??张志??""USER3205327","USER320500637969450334687232""",办公??,WS320500774300314340691968,7436075,USER3205323,,USER320500504700665809866752,43:40.0,12:29.0,,2,320500,43:40.0,56:49.0,320500,i,a7025f9d-95ee-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320500593731066359975936,LA320500592369350472634368,吴江市万豪机电有限公司拒不按照《江苏省工业企业安全生产风险报告规定》报告较大以上安全风险案,"吴江市万豪机电有限公??""1ed91a27-9f14-4b6c-a54f-a8ecd1f4a5c4","c09654c9-7228-4ac2-bba7-a6d1b658cce8""",四中??,WS320500593729497233100800,3995037,257ad41f-7422-43bc-9f6d-f8156d6eaa59,,88a5c037-e992-4aea-ac34-afe0cee079b3,15:18.0,13:39.0,,2,320500,15:18.0,14:38.0,320500,i,fdf02d5c-0d08-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320506734335841261850624,LA320506734073795500838912,苏州雅众精密钣金有限公司员工违法操作规程作业??苏州雅众精密钣金有限公司,"USER3205162,USER3205168",甪直??,WS320506734335368022724608,1708963,USER3205170,,USER320506408637426819403776,08:29.0,08:29.0,,2,320500,08:29.0,10:15.0,320500,i,2535d496-3dec-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320500465806510287491072,LA320500462899647434723328,苏州超测电子科技有限公司生产经营单位未将事故隐患排查治理情况如实记录且未向从业人员通报??苏州超测电子科技有限公司,"USER3205068MANUAL,USER3205060MANUAL",阳澄湖半岛旅游度假区,,WS320500465562599430295552,1480108,USER3205006MANUAL,1,USER3205057MANUAL,08:47.0,48:52.0,,2,320500,08:47.0,,320500,u,d9bfc004-f7a0-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500581869095012536320,LA320500579325580558733312,苏州械博士机械有限公司违章指挥从业人员冒险作业案,"顾亚??""USER3205357","USER320500426828677716643840""",乐余镇综合行政执法局,,WS320500581859331150974976,3672045,USER320500570980653806391296,,USER320500426827351976841216,40:04.0,14:04.0,USER320500426827351976841216,2,320500,47:22.0,51:50.0,320500,i,88231a98-f31a-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI3205051069263724507828224,LA3205051055406062615662592,昆山良友精密模具有限公司未为从业人员提供符合国家标准或者行业标准的劳动防护用品??昆山良友精密模具有限公司,"USER320500283058303737532416,USER320500719218514895835136",昆山市周市镇综合行政执法和安全生产监督管理办公室,,WS3205051068904566231142400,,USER320500283008182542929920,,USER3205051050499125180633088,32:19.0,08:58.0,,2,320500,32:19.0,27:20.0,320500,u,89749dde-13fc-11f1-b936-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500393448787307139072,LA320500393344049689399296,张家港市凯达石化设备有限公司未对安全设备进行定期检测、未将事故隐患排查治理情况如实记录案,张家港市凯达石化设备有限公司,"USER3205331,USER320500358291433188233216",监察大队,,WS320500393398468053307392,684979,USER3205323,,USER3205346,05:02.0,48:24.0,,2,320500,05:02.0,37:31.0,320500,u,f3710155-b305-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500551392878367084544,LA320500550331357310488576,苏州琪琪包装有限公司车间东侧、车间中??处配电箱、配电柜未张贴安全警示标志三楼车间西侧二台储气罐超期使用未如实记录安全生产教育和培训情况（未??022年培训计划）一楼车间、三楼车间安全疏散通道堵塞??苏州琪琪包装有限公司,"USER320500432177065769308160,USER320500432176843936763904",八坼街道综合执法局,,WS320500551392007285641216,3116168,USER320500535393831697256448,,USER320500452084076443078656,18:28.0,13:50.0,,2,320500,18:28.0,24:20.0,320500,i,f52a8146-b113-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500499891035577520128,LA320500492732797992046592,苏州万川教育装备科技有限公司特种作业人员未经专门培训取得特种作业操作证上岗作业案,苏州万川教育装备科技有限公司,"USER320500476806085261398016,USER320500324555212154998784",苏州市相城区北桥街道办事??,WS320500499889255925944320,2152818,USER320500324554844733968384,USER320500324554602080899072,USER320500341162587435569152,28:31.0,49:19.0,,2,320500,28:31.0,29:37.0,320500,u,6940b30a-417e-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500682512917484015616,LA320500676011945853194240,"张家港市凯盛汽车修理厂特种作业人员未按规定经专门的安全作业培训并取得相应资格上岗作业??张家港市凯盛汽车修理??""USER320500281765882139512832","USER320500281766324076548096""",凤凰镇综合行政执法局,,WS320500679724928911544320,5638913,USER320500408644955167264768,,USER320500281750587681280000,02:41.0,04:17.0,,2,320500,02:41.0,08:08.0,320500,i,3fde3308-cd8e-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585546264019837652992,LA320585544949330805526528,太仓市城厢镇新毛苏意厨具加工场（经营者：孙建初）主要负责人未履行安全生产管理职责（未导致发生生产安全事故的）??孙建初（经营者）,"USER3205403,USER320585371676593141059584",高新区中??,WS320585546260152148299776,1086895,USER320585479284006546837504,,USER3205395,38:12.0,14:01.0,,2,320500,38:12.0,19:23.0,320500,u,a380caa9-a613-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
