"文书记录id","文书类型编码(code关联字典表)","来源id","业务id","文书填报人","填报人所处的单位","创建时间","最后修改时间","最后执行修改事务人id","承办人id(需要承办人签名时，才传该字段,最多3个人)","已经签名的承认人的id","文书号","pdf附件id(关联附件表)","签字文书附件id(关联附件表)","pdf_size","其他文书附件","签章状态","0 是正常 -1 删除","文书版本","文书号","自动签名状态 0 非自动签名  1 自动签名","文书附件id(关联附件表)","记录版本","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","企业id","数据导入类型，是否是本系统生成的数据 默认0 ","当事人签名证据","过过期状态期状态  0 正常 1 过期","签字文书上传时间","文书来源 L 立案  E 检查","归属年份","转办标记","转办版本号","地区编码","操作类型","uuid","分类分级","加载时间","文书类型编码(code关联字典表)","0 是正常 -1 删除","签章状态","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","过过期状态期状态  0 正常 1 过期","数据导入类型，是否是本系统生成的数据 默认0 ","转办标记","地区编码"
WS320581954420478615752704,ws10016,LA320581954390720465080320,,USER320581784860459269361664,"320581540000",2025-04-16 16:46:16.000,2025-04-21 16:45:16.000,USER320581784860459269361664,"USER320581784860459269361664,USER320505469100959448961024",,（苏苏常董）应急询笔〔2025〕175-1号,FILE320581956212635873841152,,2,,"0","0",0,"175-1","0",FILE320581954420480050204672,,"0","1",EP320581954380507456475136,"320500",,"0",2025-04-21 15:27:39.000,L,"2025","0","0","320500",i,"9ce61df6-1ae4-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506788810639278608384,ws10046,LA320506630068590023806976,,USER320506414121550795509760,"320506580000",2024-01-15 16:51:53.000,2024-01-29 13:42:20.000,USER320506414121347719892992,"USER320506414121069012586496,USER320506414121550795509760",,（苏苏吴）应急结〔2022〕591号,FILE320506788810920632520704,,1,,"1","0",0,"591","0",FILE320506788810920548634624,,"0","0",EP320506629692994328465408,"320500",,"0",,L,"2022","0","0","320500",i,e32001dc-b3c6-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581839537803434921984,ws10035,LA320581823181944186474496,,USER320500283964305269854208,"320581410000",2024-06-03 16:23:32.000,2024-06-05 13:45:07.000,USER3205277,"USER320500283964305269854208,USER320581785158304501338112",,（苏苏常常）应急罚〔2024〕188号,FILE320581839538704702771200,,2,,"1","0",0,"188","0",FILE320581839538704602107904,,"0","0",,"320500",,"0",,L,"2024","0","0","320500",i,"44650997-21cb-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585711558415863779328,ws10001,LA320585711532207713292288,,USER320585654624219031670784,"320585450000",2023-06-16 12:39:08.000,2023-06-16 16:40:51.000,USER320585535454565315645440,"USER320585654624219031670784,USER3205417",,（苏苏太璜）应急立〔2023〕4号,FILE320585711584225349865472,,2,,"1","0",0,"4","0",FILE320585711584225333088256,,"0","0",EP3205001639666760128152528,"320500",,"0",,L,"2023","0","0","320500",i,"6eb1325d-0c67-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500466896800897306624,ws10063,LA320500464802241686016000,,USER320500283045140627460096,"320583410000",2021-08-10 09:21:13.000,2021-08-10 09:42:19.000,USER320500283045140627460096,"USER320500283045140627460096,USER320500426742084041445376",,（苏苏昆锦）应急确认〔2021〕334号,FILE320500466902112068964352,,2,,"0","0",0,"334","0",FILE320500466896801723584512,,"0","1",aa9b87dadf06451cae1d02a00b79657d,"320500",,"0",2021-08-10 09:42:19.000,L,"2021","0","0","320500",i,"59a3810a-f9fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500740579041131630592,ws10006,ER320500731464765771091968,ER320500731464765771091968,"8c068768-1257-4747-be60-205d2f04b720","320509010400",2023-09-04 14:36:44.000,2023-09-04 18:44:03.000,"8c068768-1257-4747-be60-205d2f04b720","8c068768-1257-4747-be60-205d2f04b720,USER320500451029042984914944",,（苏苏江）应急复查〔2023〕884号,FILE320500740616014957383680,,1,,"1","0",0,"884","0",FILE320500740579042238926848,,"0","1",EP3205001639666791266191188,"320500",,"0",2023-09-04 17:03:39.000,E,"2023","0","0","320500",i,e8bd226a-4b43-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500617383809112870912,ws1004019,LA320500612251198472327168,,USER3205207,"320507540000",2022-09-29 15:42:52.000,2022-09-29 16:54:30.000,USER3205207,"USER3205207,USER320500327488270776668160",,（苏苏相望）应急回〔2022〕303号,FILE320500617387399902662656,,1,,"1","0",0,"303","0",FILE320500617383809934954496,,"0","1",EP3205001639666920353347816,"320500",,"0",2022-09-29 15:57:08.000,L,"2022","0","0","320500",i,"710bd1e0-4018-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585755778012628127744,ws10046,LA320585725283523686043648,,USER320585581169019776667648,"320585030200",2023-10-16 13:12:01.000,2023-12-04 17:43:20.000,USER320585433918118922817536,"USER320585454934598560780288,USER320585581169019776667648",,（苏苏太）应急结〔2023〕263号,FILE320585755783577873944576,,2,,"1",-1,0,"263","0",FILE320585755783577861361664,,"0","0","1cdc1f2add7711e7bbd0b083feb9258c","320500",,"0",,L,"2023","0","0","320500",i,d963c185-6c44-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505963809465440669696,ws10059,LA320505942429419887136768,,USER320500283033932184686592,"320583220000",2025-05-12 14:34:44.000,2025-05-12 16:45:14.000,USER320500283032421446717440,"USER320500283033932184686592,USER320500283032421446717440",,（苏苏昆）应急法审〔2025〕27号,FILE320505963814162411032576,,3,,"1","0",0,"27","0",FILE320505963814162390061056,,"0","0","2c32130f-cc85-4ebc-94d6-829c6c386c9c","320500",,"0",,L,"2025","0","0","320500",i,"0ad7a549-2f52-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506597358219597189120,ws10046,LA320506581409716077334528,,USER3205144,"320506430000",2022-08-05 09:28:19.000,2022-08-05 11:54:13.000,USER320506434050674456530944,"USER3205144,USER320500281384838831804416",,（苏苏吴东）应急结〔2022〕210号,FILE320506597358220222140416,,2,,"1","0",0,"210","0",FILE320506597358220213751808,,"0","0",EP3205001639666758335150222,"320500",,"0",,L,"2022","0","0","320500",i,"98b5e41f-14e0-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500582218312948125696,ws10015,LA320500582131770720260096,,USER320500283008786635952128,"320583060000",2022-06-24 14:47:44.000,2022-06-24 15:53:59.000,USER3205370,"USER320500283008786635952128,d2111a4402df4163ab0246f1a797586e",,（苏苏昆）应急询〔2022〕418号,FILE320500582218470498766848,,1,,"1","0",0,"418","0",FILE320500582218470427463680,,"0","0","88613d47-3898-4f73-9e09-401c2f98cd92","320500",,"0",,L,"2022","0","0","320500",i,c872c0c4-f3df-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500713424803968585728,ws10059,LA320500711207030005698560,,USER3205352,"320582030000",2023-06-21 16:15:29.000,2023-07-11 10:44:58.000,USER3205323,"USER3205352,USER320500637977333415809024",,（苏苏张）应急法审〔2023〕333号,FILE320500713424804874555392,,2,,"1",-1,0,"333","0",FILE320500713424804841000960,,"0","0",EP320500710856683038969856,"320500",,"0",,L,"2023","0","0","320500",i,"83b8bc56-1054-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500716589776370667520,ws10006,ER320500702567157749256192,ER320500702567157749256192,USER3205038MANUAL,"320571400000",2023-06-30 09:51:57.000,2023-06-30 11:46:01.000,USER3205017MANUAL,"USER3205038MANUAL,USER320500421238375480037376",,（苏苏园）应急复查〔2023〕564号,FILE320500716589776957870080,,1,,"1","0",0,"564","0",FILE320500716589776924315648,,"0","0","2c99fe846e40727b016e44442aca0879","320500",,"0",,E,"2023","0","0","320500",i,"007c6c33-1767-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506497067223794323456,ws10031,LA320506490125357802852352,PD320506492728141958090752,USER320500282473390768394240,"320506530000",2021-11-01 15:27:42.000,2021-11-25 16:25:18.000,USER320506467379683378335744,"USER320500282468026647842816,USER320500282469056739545088",,（苏苏吴木）应急罚集〔2021〕409号,FILE320506497067224528326656,,2,,"0","0",0,"409","0",FILE320506497067224519938048,,"0","0",EP320506489790305214664704,"320500",,"0",,L,"2021","0","0","320500",i,"17ab42b8-3b35-11ec-b626-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
"65E6693F-98AC-5617-9048-2CD8198AF8C5",ws10005,"43816AB1-3A92-E768-CE0E-2E91AB331B74","65E6693F-98AC-5617-9048-2CD8198AF8C5",fad9cef7-fcf5-4aff-a0b0-36db7d709456,"320509110900",2021-01-29 15:18:43.000,2021-12-31 10:55:33.000,fad9cef7-fcf5-4aff-a0b0-36db7d709456,,,(苏苏江汾)应急责改〔2021〕16号,FILE320500432574968048390144,,0,,"0","0",0,"16","0",,,"0","0","02E0624A-5D32-84BE-D899-ED2BFAB2D4B3","320509",,"0",,,,"0","0","320500",u,"2be4dc15-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500730367551074209792,ws10063,EA320500729348906076344320,,USER3205352,"320582030000",2023-08-07 10:19:55.000,2023-08-14 11:45:08.000,USER320500637977333415809024,"USER3205352,USER320500637977333415809024",,（苏苏张）应急确认〔2023〕225号,FILE320500732905481269415936,,2,,"0","0",0,"225","0",FILE320500730368017858301952,,"0","1",EP320500729348338893197312,"320500",,"0",2023-08-14 10:24:44.000,E,"2023","0","0","320500",i,"481cf0d0-3543-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500657164100173828096,ws10057,EA320500657149263179943936,,dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,"320509030100",2023-01-17 10:15:33.000,2023-01-18 14:13:42.000,b697647b-666f-4f8c-8780-92fd08f9bb10,"dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,b697647b-666f-4f8c-8780-92fd08f9bb10",,（苏苏江汾）应急视听〔2023〕15号,FILE320500657525593838981120,,2,,"0","0",0,"15","0",FILE320500657164104548487168,,"0","1",EP3205001639666733249119215,"320500",,"0",2023-01-18 10:11:59.000,E,"2023","0","0","320500",i,cb7c5269-9751-11ed-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500627446121878261760,ws10006,ER320500622090839253848064,ER320500622090839253848064,USER3205221,"320507550000",2022-10-27 10:06:54.000,2022-10-27 11:53:54.000,USER3205221,"USER320500360780720660025344,USER3205221",,（苏苏相元）应急复查〔2022〕639号,FILE320500627446122394161152,,1,,"1","0",0,"639","0",FILE320500627446122373189632,,"0","0",EP3205001639666774165169810,"320500",,"0",,E,"2022","0","0","320500",i,"1228e8a9-5619-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500845951749293346816,ws10045,LA320500835466378713501696,,USER320500428572751582728192,"32058303",2024-06-21 09:10:15.000,2025-01-03 12:42:33.000,USER320500459024583782043648,"USER3205386,USER320500790270059099459584,USER320500428572751582728192",,（苏苏昆）应急案延〔2024〕207号,FILE320500845951989681491968,,1,,"1","0",0,"207","0",FILE320500845951989639548928,,"0","0","2fb77dea-6939-40c5-ae7a-2dbc73938f0e","320500",,"0",,L,"2024","0","0","320500",i,"37aceeaa-2ff0-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500550995004512800768,ws10062,LA320500542820560271314944,,USER320500358291433188233216,"320582030000",2022-03-30 10:57:27.000,2022-04-01 10:56:42.000,USER3205316,"USER3205331,USER320500358291433188233216",,（苏苏张）应急告〔2022〕110号,FILE320500551689247090806784,,2,,"1","0",0,"110","0",FILE320500551689247023697920,,"0","0","999ea4339ce011e6bd216c92bf2ec170","320500",,"0",,L,"2022","0","0","320500",i,cb7fe4f5-b04a-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS3205851070292294021681152,ws10046,LA3205851056295163376177152,,USER320585371676593141059584,"320585030300",2026-03-02 10:39:29.000,2026-03-02 12:39:06.000,USER320585929369709449580544,"USER320585371676593141059584,USER320585929369709449580544",,（苏苏太）应急结〔2026〕23号,FILE3205851070296948369526784,,2,,"0","0",0,"23","0",FILE3205851070296948356943872,,"0","0","9b7ba6cb9ce011e6bd216c92bf2ec170","320500",,"0",,L,"2026","0","0","320500",i,"0c58cf37-1658-11f1-a610-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500347412565178978304,ws10001,LA320500347408920442048512,,USER3205092,"320505460000",2020-09-14 16:13:31.000,2021-07-30 17:53:24.000,USER320500282565718354956288,"USER3205092,USER3205093",,（苏苏高）应急立〔2020〕74号,FILE320500347412565573242880,,1,,"0","0",0,"74","0",FILE320500347412565564854272,,"0","0",EP320500345567376466513920,"320500",,"0",,L,"2020","0","0","320500",i,bedbc12c-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500697770376431669248,ws10002,PE320500697770370857439232,,USER320500470169420249960448,"320507530000",2023-05-09 11:30:23.000,2023-05-18 10:34:54.000,USER320500470169420249960448,"USER320500326017391723024384,USER320500470169420249960448",,（苏苏相黄）应急检查〔2023〕511号,FILE320500697770376926597120,,1,,"0",-1,0,"511","0",FILE320500697770376909819904,,"0","0",,"320500",,"0",,,"2023","0","0","320500",i,"50abe391-ef54-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500832275885015961600,ws10001,LA320500832248397002969088,,USER320500360733633377472512,"320507560000",2024-05-14 15:27:15.000,2024-05-15 11:45:41.000,USER3205185,"USER320500362889150149431296,USER320500362889373047328768",,（苏苏相埭）应急立〔2024〕83号,FILE320500832275885900959744,,2,,"1","0",0,"83","0",FILE320500832275885867405312,,"0","0","66a0368add5f11e7bbd0b083feb9258c","320500",,"0",,L,"2024","0","0","320500",i,f2511c7d-1213-11ef-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500434296304147894272,ws1004019,LA320500416902200946593792,,USER3205207,"320507540000",2021-05-12 10:18:29.000,2021-05-12 10:51:13.000,USER3205207,"USER320500327488270776668160,USER3205207",,（苏苏相望）应急回〔2021〕50号,FILE320500434296304651210752,,1,,"1","0",0,"50","0",FILE320500434296304634433536,,"0","0","62cda93bdd7111e7bbd0b083feb9258c","320500",,"0",,L,"2021","0","0","320500",u,"333b84cd-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585547714114248511488,ws10002,PE320585547714107411795968,,USER3205400,"320585060000",2022-03-21 09:40:22.000,2022-04-01 08:12:13.000,USER320500282819581335048192,"USER3205400,USER320585371676026314428416",,（苏苏太）应急检查〔2022〕156号,FILE320585547714114462420992,,1,,"1","0",0,"156","0",FILE320585547714114458226688,,"0","0",,"320500",,"0",,,"2022","0","0","320500",i,"4e0121a0-a938-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS3205051011060687956348928,ws10048,LA320505989841141216055296,,USER3205078,"320505030000",2025-09-19 23:54:15.000,2025-09-20 01:42:15.000,USER3205078,"USER3205061,USER3205078",,（苏苏高）应急〔2025〕21号,FILE3205051011060693190840320,,3,,"0",-1,0,"21","0",FILE3205051011060693157285888,,"0","0",c2066853dd5f11e7bbd0b083feb9258c,"320500",,"0",,L,"2025","0","0","320500",i,f41d894c-9578-11f0-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500753994364845297664,ws10048,LA320500739578246777016320,,USER320500426828677716643840,"320582030000",2023-10-11 15:04:28.000,2023-10-11 16:43:29.000,USER320500426828677716643840,"USER3205357,USER320500426828677716643840",,（苏苏张）应急〔2023〕473号,FILE320500753994370780237824,,3,,"0","0",0,"473","0",FILE320500753994370734100480,,"0","0",EP320500738754116481716224,"320500",,"0",,L,"2023","0","0","320500",i,"0590485f-6857-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS3205001009396051490115584,ws10034,LA320500977942400775229440,,USER320500583969300159664128,"320507520000",2025-09-15 09:39:34.000,2025-09-16 14:42:19.000,USER320500324554602080899072,"USER320500324555212154998784,USER320500583969300159664128",,（苏苏相北）应急罚〔2025〕20号,FILE3205001009816942296436736,,2,,"1","0",0,"20","0",FILE3205001009816942254493696,,"0","0",EP3205001639666821250228289,"320500",,"0",,L,"2025","0","0","320500",i,"4b5b5597-9254-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585835815989982531584,ws1004019,LA320585834786060377526272,,USER320500282816791439216640,"320585030300",2024-05-24 09:54:22.000,2024-05-24 16:45:26.000,USER3205392,"USER320500282816791439216640,USER3205392",,（苏苏太）应急回〔2024〕164号,FILE320585835877366868742145,,1,,"1","0",1,"164","0",FILE320585835816076964007936,,"0","1",PLANGM2023121924033,"320500",,"0",2024-05-24 13:58:15.000,L,"2024","0","0","320500",i,"9a823ba3-19ef-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500772103530755395584,ws10003,EA320500772103483653361664,,USER320500283045708154540032,"320583420000",2023-11-30 14:23:48.000,2023-11-30 15:43:04.000,USER320500283045708154540032,"USER320500283045708154540032,USER320500675276296892190720",,（苏苏昆开）应急现记〔2023〕2653号,FILE320500772103790777077760,,1,,"0",-1,0,"2653","0",FILE320500772103790709968896,,"0","0","000d3d03-7c4e-45f6-9f64-1b92f2fb0e37","320500",,"0",,,"2023","0","0","320500",i,"483a07d1-8fa1-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585709058615918465024,ws10004,EA320585709051053550604288,EM320585709058615851356160,USER320585581169019776667648,"320585030200",2023-06-09 15:05:49.000,2023-06-21 16:45:42.000,USER320585454934598560780288,"USER320585581169019776667648,USER320585454934598560780288",,（苏苏太）应急现决〔2023〕44号,FILE320585713392600907780097,,1,,"1","0",0,"44","0",FILE320585709061811692900352,,"0","1",EP3205001639666838471249796,"320500",,"0",2023-06-21 14:07:31.000,E,"2023","0","0","320500",i,"4696112d-06e7-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500712616294045716480,ws10003,EA320500712615573564952576,,USER3205365,"320582220000",2023-06-19 10:42:46.000,2023-06-19 12:40:07.000,USER3205365,"USER3205365,USER3205361,USER3205353",,（苏苏张）应急现记〔2023〕882号,FILE320500712619145698480129,,1,,"0","0",0,"882","0",FILE320500712616294985240576,,"0","1",EP320500383935896610672640,"320500",,"0",2023-06-19 10:54:05.000,E,"2023","0","0","320500",i,ed9670d1-0ec2-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506501061455676706816,ws10004,EA320506418412377986306048,EM320506501061454900760576,USER3205134,"320506060000",2021-11-12 15:59:21.000,2021-11-22 10:17:55.000,USER3205134,"USER3205128,USER3205134",,（苏苏吴）应急现决〔2021〕74号,FILE320506501061456171634688,,1,,"0",-1,0,"74","0",FILE320506501061456163246080,,"0","0",EP320506414380045486788608,"320500",,"0",,E,"2021","0","0","320500",i,e8e0bd8b-43d9-11ec-b626-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500614125438372941824,ws10003,EA320500606503904967921664,,dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,"320509030100",2022-09-20 15:55:16.000,2022-09-21 10:54:31.000,b697647b-666f-4f8c-8780-92fd08f9bb10,"dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,b697647b-666f-4f8c-8780-92fd08f9bb10",,（苏苏江汾）应急现记〔2022〕1488号,FILE320500614395940614180864,,1,,"0","0",0,"1488","0",FILE320500614125439547346944,,"0","1",EP3205001639666840240251763,"320500",,"0",2022-09-21 09:50:08.000,E,"2022","0","0","320500",i,f5302549-3905-11ed-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500753925008371224576,ws10005,EA320500753916694786740224,EC320500753925007800799232,USER3205345,"320582030000",2023-10-11 10:28:50.000,2023-10-11 17:43:28.000,USER3205345,"USER3205352,USER3205345",,（苏苏张）应急责改〔2023〕1006号,FILE320500754013347740913664,,2,,"1","0",0,"1006","0",FILE320500753925008924872704,,"0","1",EP3205001639666856685272307,"320500",,"0",2023-10-11 16:19:52.000,E,"2023","0","0","320500",i,"058c08e8-6857-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500630048222437445632,ws10003,EA320500630043832313974784,,USER320500427399354546917376,"320583470000",2022-11-03 14:26:43.000,2022-11-04 17:53:48.000,USER320500427399354546917376,"USER320500427399162363908096,USER320500427399354546917376",,（苏苏昆张）应急现记〔2022〕2120号,FILE320500630433778757537793,,1,,"0","0",0,"2120","0",FILE320500630048223586684928,,"0","1",EP3205001639666769605164169,"320500",,"0",2022-11-04 15:58:47.000,E,"2022","0","0","320500",i,"3a5fec7b-5b99-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500325203774194847744,ws10002,PE320500325203767391686656,,USER3205064,"320505030000",2020-07-15 09:23:43.000,2021-07-30 17:52:03.000,USER3205049,"USER3205061,USER3205064",,（苏苏高）应急检查〔2020〕65号,FILE320500325203774563946496,,1,,"0","0",0,"65","0",FILE320500325203774559752192,,"0","0",,"320500",,"0",,,"2020","0","0","320500",i,be7ea1ab-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500718127640698949632,ws10003,EA320500718126209728253952,,USER3205345,"320582030000",2023-07-04 15:42:53.000,2023-07-06 18:45:06.000,USER3205345,"USER3205352,USER3205345",,（苏苏张）应急现记〔2023〕957号,FILE320500718870460405649408,,1,,"0","0",0,"957","0",FILE320500718128961338478592,,"0","1",EP320500718119000919248896,"320500",,"0",2023-07-06 16:54:35.000,E,"2023","0","0","320500",i,a9dd694d-1a8b-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500351021156456730624,ws10003,EA320500351021100651515904,,USER3205201,"320507510000",2020-09-24 15:12:46.000,2020-09-24 15:56:53.000,USER3205201,"USER3205201,USER320500324474357579517952",,（苏苏相澄）应急现记〔2020〕260号,FILE320500351032256120229888,,1,,"0","0",0,"260","0",FILE320500351021156976824320,,"0","1","978ba4879ce011e6bd216c92bf2ec170","1",,"0",,,,"0","0","320500",u,beed22ec-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506574176429286100992,ws10006,ER320506561601781293912064,ER320506561601781293912064,USER320506414121550795509760,"320506580000",2022-06-02 10:12:10.000,2022-06-02 12:54:21.000,USER320506414122557080342528,"USER320506414121069012586496,USER320506414121550795509760",,（苏苏吴）应急复查〔2022〕194号,FILE320506574176431353892864,,1,,"1","0",0,"194","0",FILE320506574176431345504256,,"0","0",EP320506474524767274143744,"320500",,"0",,E,"2022","0","0","320500",i,"022e7ed4-e296-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581581425198566215680,ws10062,LA320581555748601653891072,,USER320500283961840315142144,"320581450000",2022-06-22 10:16:11.000,2022-07-04 12:56:20.000,USER320500283960706833846272,"USER320500387954368533499904,USER320500283961840315142144,USER320505467259930714312704",,（苏苏常碧）应急告〔2022〕242号,FILE320581581437766814928896,,2,,"1","0",0,"242","0",FILE320581581437766777180160,,"0","0",EP3205001639666814660219859,"320500",,"0",,L,"2022","0","0","320500",i,"51a1a029-f24d-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500728984513488621568,ws10059,LA320500725277478188224512,,USER3205068MANUAL,"320571420000",2023-08-03 14:44:13.000,2023-08-08 15:44:56.000,USER3205057MANUAL,"USER3205068MANUAL,USER3205067MANUAL",,（苏苏园）应急法审〔2023〕340号,FILE320500728988972784553984,,1,,"1",-1,0,"340","0",FILE320500728988972738416640,,"0","0",EP3205001639666807296210772,"320500",,"0",,L,"2023","0","0","320500",i,"9f16538e-321e-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500761595159220588544,ws10003,EA320500761591832298655744,,USER320500432192000452726784,"320583420000",2023-11-01 14:27:17.000,2023-11-29 11:42:39.000,USER320500432192000452726784,"USER320500432192000452726784,USER320500432191861927448576",,（苏苏昆开）应急现记〔2023〕2359号,FILE320500771681767307350017,,1,,"0","0",0,"2359","0",FILE320500761595160164306944,,"0","1",EP3205001639666732970102633,"320500",,"0",2023-11-29 10:27:51.000,E,"2023","0","0","320500",i,"7dc83cfc-78d7-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500510748596547620864,ws10005,EA320500510493562811453440,EC320500510748596220465152,USER3205358,"320582040000",2021-12-09 09:32:36.000,2021-12-09 09:35:04.000,USER3205316,"USER3205323,USER3205358",,（苏苏张）应急责改〔2021〕1158号,FILE320500510748597130629120,,1,,"1","0",0,"1158","0",FILE320500510748597105463296,,"0","0",EP320500436558186313420800,"320500",,"0",,E,"2021","0","0","320500",i,"5f72517f-5911-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500661595323017203712,ws10017,EA320500661177221565648896,,USER3205038MANUAL,"320571400000",2023-01-29 15:43:38.000,2023-01-31 10:38:12.000,USER3205038MANUAL,"USER320500421238375480037376,USER3205038MANUAL",,（苏苏园）应急勘检〔2023〕1号,FILE320500662243234486947840,,1,,"0","0",0,"1","0",FILE320500661595324514570240,,"0","1",EP3205001639666733177115257,"320500",,"0",2023-01-31 10:38:12.000,E,"2023","0","0","320500",i,f02e2d81-a188-11ed-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585748191669295255552,ws10003,EA320585748177520628600832,,USER320585371676593141059584,"32058503",2023-09-25 14:46:36.000,2023-09-25 17:43:52.000,USER3205395,"USER3205395,USER3205396,USER320585371676593141059584",,（苏苏太）应急现记〔2023〕864号,FILE320585748191669739851776,,1,,"0","0",0,"864","0",FILE320585748191669723074560,,"0","0",EP3205001639666863816280972,"320500",,"0",,E,"2023","0","0","320500",i,"612f90e8-5bc4-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500721402008015212544,ws10047,LA320500629266606567985152,,USER320500446729076288262144,"32050906101",2023-07-13 16:34:03.000,2023-07-13 18:03:58.000,USER320500495229827616346112,"USER320500446729076288262144,USER320500495229827616346112",,（苏苏江七）应急案〔2022〕902号,FILE320500721402077732933632,,1,,"0","0",0,"902","0",FILE320500721402077670019072,,"0","0",EP3205001639666850755264733,"320500",,"0",,L,"2022","0","0","320500",i,"26bc6089-219e-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
