立案-处罚裁量,立案对象id,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,当事人意??","承办人意??,总实际金??",数据导入类型，是否是本系统生成的数据 默认0 ,地区编码,操作类型,uuid,分类分级,加载时间,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,地区编码""",数据导入类型，是否是本系统生成的数据 默认0 _1,Column1,_2
LDIR320500523134898295279616,LA320500520973083402571776,0,,1、“生产经营单位违反《江苏省安全生产条例》进行高处作业、有限空间作业、临近高压输电线路作业、建筑物和构筑物拆除、大型检修等危险作业的”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险??带入公式计算??6000元，拟对其作出处??6000元罚款的行政处罚??,26000,320500,320583,i,fe2564e0-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR3205811045705780243730432,LA3205811041002339227406336,1,,"1、“外来司机陈历民（身份证号：340202197505230412）在皖B37903货车装货，站立高度为2.9米以上，未佩戴安全帽，未系安全绳，违反高处作业安全管理作业”依据《江苏省安全生产行政处罚裁量权基准??第二部分第一章第三十七条应裁量为一档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正、积极组织或支持安全生产公益活动，代入公式计算为1675元（壹仟陆佰柒拾伍元），拟对其作出处1675元（壹仟陆佰柒拾伍元）罚款的行政处罚??,1675.0000000000,320500""",320581,i,4bfec3c0-e344-11f0-b0af-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500552155150165217280,LA320500552149553541812224,0,,"1、“未将事故隐患排查治理情况如实记录”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第四条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??2、“未建立健全特种作业人员档案”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??800元，拟对其作出处??800元罚款的行政处罚??,31800.0000000000,320500""",320507,i,5553019a-bc14-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500352814667086696448,LA320500352083933778677760,0,,,15000,320500,320585,i,12ccaaa8-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585
LDIR320500835464730628853760,LA320500834452426265202688,0,,"1、“生产、储存、使用危险化学品的单位未根据其生产、储存的危险化学品的种类和危险特性，在作业场所设置相关安全设施、设备，或者未按照国家标准、行业标准或者国家有关规定对安全设施、设备进行经常性维护、保养”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第八章第一百九十八条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为53750元（伍万叁仟柒佰伍拾元），拟对其作出??3750元（伍万叁仟柒佰伍拾元）罚款的行政处罚??,53750.0000000000,320500""",320509,i,85b58bac-1928-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500370136763957514240,LA320500358643445780189184,0,,,40000,320500,320581,i,12cd1cd8-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
LDIR320581683232393426898944,LA320581672015749849550848,1,,"1、“该公司印花车间与定型车间之间的消防通道被布匹车占用。”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十五条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??000元（伍仟元），拟对其作出处罚5000元（伍仟元）罚款的行政处罚??,5000.0000000000,320500""",320581,i,1f110f89-d17a-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500670964637054799872,LA320500670933717304217600,0,,"1、“未为从业人员提供符合国家或行业标准的安全防护用品”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??000元（玖仟元），拟对其作出处罚9000元（玖仟元）罚款的行政处罚??,9000.0000000000,320500""",320507,i,7f2aa730-b6c2-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500730722151786614784,LA320500727847163387711488,1,,"1、“生产经营单位封堵生产车间的疏散通道出口（除尘设备将安全通道出口封堵）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十九条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??800元（壹仟捌佰元），拟对其作出处罚1800元（壹仟捌佰元）罚款的行政处罚??,1800.0000000000,320500""",320509,i,8aa384d7-360e-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500611870005755121664,LA320500597477183895638016,0,,"1、“苏州华德力电器有限公司将厂房出租给25家企业，但未对承租单位的安全生产统一协调、管理，未建立安全生产制度和管理台账，未对承租企业开展定期隐患排查并形成记录。”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十二条应裁量为二档，带入公式计算为20000元（贰万元），拟对其作出处罚20000元（贰万元）罚款的行政处罚??,20000.0000000000,320500""",320509,i,0e3fec7c-3451-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320506564384516685172736,LA320506558610848394776576,0,,"1、“生产经营单位未如实记录安全生产教育和培训情况”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??,50000.0000000000,320500""",320506,i,f9f03701-cd5d-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506,,
LDIR320500682604508349468672,LA320500680777578868379648,0,,"1、“危险化学品经营单位的安全生产管理人员邱丽美??020????日至2022??1??3日期间未按照规定经考核合格”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零五条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??8000元（壹万捌仟元），拟对其作出处罚18000元（壹万捌仟元）罚款的行政处罚??,18000.0000000000,320500""",320582,i,4b399aa3-cd8c-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320581767068410335989760,LA320581761937556131549184,0,,"1、“未对承租方承租方常熟市天姿装饰材料有限公司、常熟新天元机械制造有限公司、常熟润道金属制品有限公司、苏州捷纺新材料科技有限公司、常熟市得邦塑料制品有限公司、常熟市古里金达喷涂厂进行安全生产检查，未如实记录检查情况，未发现安全生产问题的并及时督促整改，未及时发现安全生产违法行为并向负有安全生产监督管理职责的部门报告”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为二档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??7500元（贰万柒仟伍佰元），拟对其作出??7500元（贰万柒仟伍佰元）罚款的行政处罚??,27500.0000000000,320500""",320581,i,0f82f212-84a3-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500479228386233815040,LA320500477187798953103360,0,,已建立安全风险分级管控制度，但未按照安全风险分级采取相应管控措施的违法行为，依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第十八条，应裁量为一档，拟对其作出处??0000元罚款的行政处罚??20000.0000000000,320500,320582,i,fb39d066-14b3-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,
LDIR320500581869858556219392,LA320500561488736815157248,0,,"1、“结合安全培训“走过场”专项检查，企业安全生产教育和培训记录，检查发现，未如实记录企业员工张某荣、李某辉、刘某红、葛某、王某玉、闵某芬、马某用、吴某娟??人的安全生产教育培训情况，经过对上述8名员工进行核实，企业未如实对员工进行培训考试记录”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??,40000.0000000000,320500""",320509,i,93831f7a-f318-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500517748104691191808,LA320500512624106504458240,0,,1、“企业共??4名员工，安全生产教育和培训记录仅更新??月份，未如实记录安全生产教育和培训情况”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为三档，纠违态度措施选择是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险??带入公式计算??2500元，拟对其作出处??2500元罚款的行政处罚??,92500,320500,320583,i,fe1b59f0-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR320500547705691117195264,LA320500545184396672503808,0,,"1、“使用危险化学品的单位未将危险化学品储存在专用仓库内”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第八章第一百九十九条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??7500元，拟对其作出处??7500元罚款的行政处罚??,53750.0000000000,320500""",320582,u,4d9dbfc1-a938-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320506461574677580484608,LA320506460399245019582464,0,,,25000,320500,320506,i,3289ad14-efc5-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506
LDIR320500484712067274641408,LA320500467655831135981568,0,,"1??部分危化品异丙醇仍存放在楼梯间，不符合建筑设计防火要??""依据《江苏省安全生产行政处罚自由裁量适用细则》裁量说明为苏州同里印刷科技股份有限公司部分危化品异丙醇仍存放在楼梯间，不符合建筑设计防火要求的行为涉嫌违反了《危险化学品安全管理条例》第二十四条第二款：“危险化学品的储存方式、方法以及储存数量应当符合国家标准或者国家有关规定。”依据《危险化学品安全管理条例》第八十条：“生产、储存、使用危险化学品的单位有下列情形之一的，由安全生产监督管理部门责令改正，??5 万元以上 10 万元以下的罚款；拒不改正的，责令停产停业整顿直至由原发证机关吊销其相关许可证件，并由工商行政管理部门责令其办理经营范围变更登记或者吊销其营业执照；有关责任人员构成犯罪的，依法追究刑事责任。”参照《江苏省安全生产行政处罚自由裁量适用细则》，该单位违法行为的处罚档次为一档：“责令改正，??5 万元以上 6.5 万元以下的罚款”，裁量因子选择“对违法行为认识不到位”“未立即采取措施纠正”“未通过安全生产标准化考评”“未组织过安全生产的公益活动”，代入公式计算，拟处罚金额65000元。，带入公式计算??5000元，拟对其作出处??5000元罚款的行政处罚??",65000,320500,320509,i,a213887e-2146-11ec-bc7f-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509
LDIR320505462204219349274624,LA320505455283625072529408,0,,"1??生产经营单位未按照规定制定生产安全事故应急救援预案或者未定期组织演练""""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位、是否立即采取措施纠正，带入公式计算??2500元，拟对其作出处??2500元罚款的行政处罚??",12500,320500,320581,i,32893b99-efc5-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
